Index,Time,Conductivity,Turbidity,oxygen_level,pH
01.09.2023 00:00,1,99.39,7.11,7.31
01.09.2023 00:05,810,99.32,7.14,7.32
01.09.2023 00:10,810,101.38,7.14,7.33
01.09.2023 00:15,809,104.83,7.16,7.34
01.09.2023 00:20,1,103.45,7.16,7.35
01.09.2023 00:25,1,101.24,7.16,7.35
01.09.2023 00:30,,99.2,7.15,7.35
01.09.2023 00:35,,97.05,7.15,7.35
01.09.2023 00:40,,95.11,7.15,7.35
01.09.2023 00:45,,93.41,7.14,7.35
01.09.2023 00:50,,91.54,7.15,7.35
01.09.2023 00:55,,90.38,7.16,7.35
01.09.2023 01:00,,87.17,7.15,7.34
01.09.2023 01:05,,82.6,7.15,7.34
01.09.2023 01:10,,83.01,7.14,7.34
01.09.2023 01:15,,84.31,7.15,7.34
01.09.2023 01:20,,85.51,7.15,7.36
01.09.2023 01:25,,86.67,7.15,7.36
01.09.2023 01:30,,87.76,7.11,7.36
01.09.2023 01:35,,88.87,7.11,7.37
01.09.2023 01:40,,89.92,7.13,7.38
01.09.2023 01:45,,90.79,7.12,7.39
01.09.2023 01:50,,91.61,7.13,7.39
01.09.2023 01:55,,89.71,7.1,7.4
01.09.2023 02:00,,87.69,7.11,7.42
01.09.2023 02:05,824,84.15,7.14,7.42
01.09.2023 02:10,826,81.33,7.17,7.42
01.09.2023 02:15,825,79.56,7.19,7.42
01.09.2023 02:20,1,51.4,7.2,7.43
01.09.2023 02:25,,54.24,7.18,7.44
01.09.2023 02:30,,56.32,7.16,7.44
01.09.2023 02:35,,56.87,7.18,7.44
01.09.2023 02:40,,57.24,7.18,7.44
01.09.2023 02:45,,58.13,7.18,7.44
01.09.2023 02:50,,58.87,7.17,7.44
01.09.2023 02:55,,59.57,7.17,7.44
01.09.2023 03:00,,60.18,7.16,7.44
01.09.2023 03:05,,60.8,7.17,7.42
01.09.2023 03:10,,62.37,7.16,7.42
01.09.2023 03:15,,63.45,7.17,7.43
01.09.2023 03:20,,64.29,7.17,7.42
01.09.2023 03:25,,65.42,7.16,7.43
01.09.2023 03:30,,66.83,7.16,7.42
01.09.2023 03:35,,67.67,7.14,7.43
01.09.2023 03:40,,68.36,7.16,7.43
01.09.2023 03:45,,68.91,7.15,7.44
01.09.2023 03:50,,69.44,7.14,7.44
01.09.2023 03:55,,69.88,7.16,7.44
01.09.2023 04:00,,70.27,7.16,7.44
01.09.2023 04:05,840,70.46,7.24,7.45
01.09.2023 04:10,842,70.49,7.26,7.46
01.09.2023 04:15,844,71.21,7.29,7.47
01.09.2023 04:20,,70.34,7.31,7.47
01.09.2023 04:25,,69.75,7.29,7.47
01.09.2023 04:30,,69.34,7.28,7.47
01.09.2023 04:35,,69.02,7.29,7.48
01.09.2023 04:40,,68.93,7.28,7.48
01.09.2023 04:45,,68.85,7.27,7.48
01.09.2023 04:50,,68.87,7.29,7.48
01.09.2023 04:55,,68.94,7.27,7.48
01.09.2023 05:00,,69.09,7.29,7.48
01.09.2023 05:05,,68.71,7.25,7.48
01.09.2023 05:10,,69.4,7.26,7.48
01.09.2023 05:15,,70.04,7.28,7.48
01.09.2023 05:20,,70.62,7.27,7.48
01.09.2023 05:25,,71.11,7.27,7.48
01.09.2023 05:30,,71.41,7.26,7.48
01.09.2023 05:35,,71.75,7.26,7.49
01.09.2023 05:40,,72.19,7.25,7.49
01.09.2023 05:45,,72.6,7.27,7.49
01.09.2023 05:50,,73.06,7.25,7.49
01.09.2023 05:55,,73.4,7.25,7.49
01.09.2023 06:00,,74.02,7.27,7.49
01.09.2023 06:05,888,97.19,7.36,7.49
01.09.2023 06:10,883,99.51,7.35,7.5
01.09.2023 06:15,880,96.1,7.38,7.51
01.09.2023 06:20,1,97.02,7.39,7.52
01.09.2023 06:25,,98.03,7.38,7.52
01.09.2023 06:30,,99.14,7.42,7.52
01.09.2023 06:35,,100.28,7.39,7.52
01.09.2023 06:40,,101.35,7.37,7.52
01.09.2023 06:45,,102.5,7.38,7.52
01.09.2023 06:50,,104.19,7.39,7.52
01.09.2023 06:55,,106.01,7.39,7.53
01.09.2023 07:00,,107.49,7.38,7.52
01.09.2023 07:05,,110.4,7.38,7.52
01.09.2023 07:10,,112.04,7.38,7.53
01.09.2023 07:15,,113.46,7.37,7.53
01.09.2023 07:20,,114.68,7.36,7.53
01.09.2023 07:25,,115.96,7.38,7.53
